id,sex,age,race,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,v_decile_score,v_score_text,priors_count
1086,Male,22,African-American,1,F,0,0,5,7,Medium,1
1087,Male,26,Caucasian,0,F,1,1,2,3,Low,1
1088,Male,62,Caucasian,1,F,0,0,1,1,Low,0
1092,Male,24,Hispanic,6,F,0,0,10,5,Medium,1
1093,Male,21,Caucasian,1,M,0,0,2,5,Medium,0
1094,Male,25,Caucasian,1,F,1,1,2,3,Low,0
1096,Male,68,Caucasian,1,M,0,0,1,1,Low,0
1097,Male,41,Caucasian,47,M,0,0,2,2,Low,2
1099,Male,21,Caucasian,1,F,0,0,3,6,Medium,1
1101,Female,37,Hispanic,1,F,0,0,3,1,Low,1
1103,Male,22,African-American,0,F,0,0,8,5,Medium,0
1106,Male,42,Caucasian,1,F,0,0,1,1,Low,1
1111,Male,48,African-American,0,F,0,0,6,1,Low,2
1118,Female,45,Caucasian,106,F,0,0,1,1,Low,1
1119,Male,23,African-American,1,F,1,1,9,8,High,6
1120,Male,24,African-American,1,F,0,0,8,7,Medium,0
1121,Male,29,African-American,1,F,0,0,2,3,Low,0
1122,Male,24,African-American,3,F,0,0,3,4,Low,0
1123,Male,50,African-American,0,F,0,0,9,6,Medium,11
1127,Male,23,African-American,0,F,0,0,2,4,Low,0
1128,Female,22,Caucasian,1,M,0,0,5,6,Medium,0
1129,Male,36,Other,1,F,0,0,1,1,Low,0
1132,Female,53,Caucasian,0,F,0,0,1,1,Low,0
1135,Male,24,Caucasian,37,F,0,0,3,3,Low,1
1138,Female,25,African-American,1599,M,0,0,9,5,Medium,1
1140,Male,71,African-American,1,F,0,0,1,2,Low,8
1141,Male,39,African-American,2994,M,0,0,9,3,Low,10
1142,Female,37,African-American,0,F,0,0,5,3,Low,0
1144,Female,29,African-American,1,F,0,0,5,4,Low,3
1149,Male,35,Hispanic,654,F,0,0,7,7,Medium,5
1152,Female,23,Other,1,M,0,0,10,10,High,0
1156,Female,23,African-American,1,F,0,0,2,3,Low,0
1157,Male,27,Native American,0,M,0,0,7,4,Low,3
1159,Female,53,African-American,0,F,0,0,1,1,Low,0
1160,Female,23,African-American,1,F,1,0,7,7,Medium,0
1163,Male,25,African-American,1,F,1,0,6,5,Medium,6
1165,Male,23,Other,1,M,0,0,4,6,Medium,2
1166,Male,27,African-American,0,F,1,1,9,7,Medium,4
1167,Male,26,African-American,107,M,0,0,3,4,Low,2
1169,Male,29,African-American,1,M,0,0,4,3,Low,1
1171,Male,28,Hispanic,1,F,0,0,2,2,Low,0
1172,Male,31,African-American,1,M,0,0,2,1,Low,0
1176,Male,25,Caucasian,3,M,0,0,2,3,Low,0
1177,Male,47,Caucasian,2,M,0,0,1,1,Low,0
1179,Male,37,African-American,1,F,0,0,2,1,Low,4
1181,Female,35,African-American,1,F,0,0,5,3,Low,4
1187,Male,21,Caucasian,1,F,1,1,9,8,High,2
1192,Male,57,African-American,1,F,0,0,6,5,Medium,11
1193,Male,48,Caucasian,1,F,0,0,7,4,Low,0
1194,Male,36,Other,1,F,0,0,1,1,Low,0
1195,Female,37,African-American,1,F,0,0,7,4,Low,3
1196,Male,31,Caucasian,0,M,0,0,1,2,Low,0
1198,Male,31,Caucasian,0,M,0,0,3,2,Low,2
1202,Male,32,African-American,0,F,1,1,9,10,High,22
1204,Female,23,Other,1,M,0,0,4,5,Medium,0
1205,Male,63,African-American,1,M,0,0,1,1,Low,0
1206,Male,30,Other,1,F,0,0,1,2,Low,0
1207,Male,26,Caucasian,38,F,1,1,5,4,Low,2
1208,Male,48,Caucasian,1,M,0,0,3,2,Low,2
1209,Male,20,Caucasian,1,F,0,0,4,7,Medium,0
1212,Female,24,African-American,0,M,1,1,5,4,Low,1
1213,Female,36,African-American,1,M,0,0,2,2,Low,1
1215,Male,83,Hispanic,1,M,0,0,1,1,Low,0
1216,Male,28,Caucasian,1,F,0,0,6,6,Medium,2
1219,Female,33,African-American,1,M,0,0,2,2,Low,0
1220,Male,39,African-American,0,F,0,0,3,2,Low,0
1221,Male,29,Other,0,M,0,0,7,5,Medium,3
1223,Female,19,Caucasian,100,M,1,1,6,8,High,1
1227,Male,36,Hispanic,42,F,0,0,7,6,Medium,11
1228,Female,29,Caucasian,1694,F,0,0,5,5,Medium,1
1229,Male,35,African-American,1,F,0,0,6,2,Low,7
1230,Male,24,African-American,1,F,0,0,3,3,Low,0
1231,Male,26,Caucasian,1,M,0,0,2,2,Low,0
1233,Male,26,Caucasian,1,F,0,0,4,4,Low,8
1234,Male,52,African-American,185,M,0,0,6,1,Low,7
1235,Male,28,African-American,1,F,1,1,7,8,High,14
1237,Male,32,African-American,1,M,0,0,5,2,Low,0
1238,Female,32,Caucasian,1,M,1,1,3,1,Low,1
1240,Male,29,African-American,1,F,0,0,10,7,Medium,16
1243,Male,43,Caucasian,0,M,0,0,1,1,Low,0
1244,Male,47,Caucasian,4,F,0,0,4,5,Medium,2
1247,Female,23,African-American,1,F,0,0,3,3,Low,1
1248,Male,39,Caucasian,1,M,1,0,2,2,Low,2
1252,Male,33,Other,1,F,0,0,1,2,Low,0
1253,Male,21,Other,1,F,1,1,3,7,Medium,0
1254,Male,43,African-American,0,F,0,0,8,4,Low,20
1255,Male,25,African-American,1,F,1,1,8,9,High,3
1256,Male,48,African-American,1,F,1,1,10,9,High,25
1257,Male,22,African-American,1,M,1,1,7,9,High,1
1258,Male,52,African-American,1,M,1,1,8,2,Low,9
1259,Male,26,Caucasian,1,F,1,1,4,3,Low,5
1261,Male,34,African-American,1,M,0,0,2,2,Low,4
1262,Male,56,Caucasian,2,M,1,0,1,1,Low,4
1269,Male,29,African-American,1,M,0,0,4,5,Medium,2
1272,Male,37,African-American,1,F,1,1,5,2,Low,6
1274,Male,43,Other,1,F,0,0,2,2,Low,3
1275,Male,51,Caucasian,1,F,0,0,1,1,Low,0
1282,Male,21,African-American,1,F,0,0,8,7,Medium,1
1290,Male,26,African-American,1,M,1,1,8,9,High,4
1292,Male,48,Caucasian,0,F,0,0,2,1,Low,1
1295,Male,26,Caucasian,0,F,0,0,4,3,Low,0
1296,Male,46,Caucasian,1,F,0,0,1,1,Low,0
1297,Female,30,Hispanic,3,M,0,0,2,2,Low,1
1298,Male,24,African-American,1,M,0,0,9,7,Medium,7
1300,Female,21,Caucasian,1,M,0,0,5,7,Medium,0
1304,Male,30,African-American,599,F,0,0,7,5,Medium,1
1305,Male,36,African-American,1,M,0,0,8,2,Low,9
1306,Male,30,African-American,1,F,1,1,4,3,Low,5
1310,Female,22,Caucasian,23,F,0,0,6,7,Medium,1
1313,Male,25,African-American,1,F,1,1,9,8,High,0
1315,Male,24,African-American,1,F,0,0,4,5,Medium,0
1318,Male,39,African-American,1,F,1,1,8,6,Medium,13
1320,Male,46,Other,1,F,0,0,1,1,Low,0
1323,Female,30,African-American,5,F,0,0,3,3,Low,4
1324,Male,40,Caucasian,0,F,0,0,2,1,Low,0
1325,Female,52,African-American,1,F,0,0,1,1,Low,0
1326,Male,23,African-American,1,F,0,0,9,10,High,3
1328,Female,26,African-American,1,M,0,0,2,2,Low,1
1330,Male,42,Caucasian,0,F,0,0,4,2,Low,3
1334,Male,28,African-American,1,F,0,0,3,2,Low,1
1335,Female,37,Caucasian,154,M,0,0,4,2,Low,4
1336,Male,50,Caucasian,847,F,1,0,1,1,Low,1
1342,Male,32,African-American,1,F,0,0,7,2,Low,1
1344,Male,51,African-American,1,F,0,0,2,1,Low,3
1346,Male,32,African-American,0,F,0,0,5,2,Low,4
1348,Female,29,African-American,146,F,0,0,5,4,Low,1
1349,Male,43,Hispanic,1,M,0,0,1,1,Low,0
1351,Male,26,African-American,1,F,1,1,7,7,Medium,9
1354,Male,27,Hispanic,1123,M,0,0,1,2,Low,1
1356,Female,57,Hispanic,8,M,0,0,2,1,Low,1
1360,Male,32,African-American,1,F,1,1,1,2,Low,3
1366,Female,42,Caucasian,0,M,0,0,1,1,Low,0
1368,Male,26,Caucasian,52,M,1,1,4,4,Low,4
1369,Female,28,Caucasian,1,M,0,0,4,3,Low,3
1370,Female,53,Caucasian,1,M,0,0,1,1,Low,0
1372,Male,24,Caucasian,1,F,0,0,2,3,Low,0
1375,Male,28,Hispanic,9,F,0,0,2,2,Low,1
1376,Male,28,Hispanic,1,F,0,0,5,4,Low,1
1382,Male,25,African-American,0,M,0,0,2,4,Low,0
1384,Male,52,Caucasian,4696,F,0,0,5,3,Low,1
1385,Male,28,African-American,1,M,1,1,2,3,Low,4
1395,Male,21,African-American,1,F,1,1,9,6,Medium,2
1396,Male,32,African-American,1,F,1,1,10,10,High,19
1397,Male,63,African-American,2302,M,0,0,9,1,Low,3
1399,Male,29,Caucasian,1,F,0,0,3,3,Low,2
1402,Male,46,African-American,0,M,0,0,1,1,Low,0
1403,Male,23,African-American,45,F,1,1,10,8,High,5
1410,Male,27,African-American,3,F,0,0,2,3,Low,1
1411,Female,69,Hispanic,1,M,0,0,1,1,Low,0
1412,Male,47,Hispanic,1,M,0,0,1,1,Low,0
1418,Male,45,Hispanic,1,F,0,0,3,3,Low,1
1419,Female,33,Caucasian,0,M,0,0,1,1,Low,1
1427,Male,32,African-American,1,F,1,1,9,6,Medium,14
1428,Male,24,African-American,1,F,0,0,7,5,Medium,2
1430,Male,47,Hispanic,4,M,0,0,4,1,Low,0
1431,Male,25,Caucasian,1,F,0,0,5,3,Low,1
1433,Male,21,African-American,1,F,0,0,8,7,Medium,1
1436,Male,22,African-American,1,F,1,1,7,5,Medium,6
1438,Female,26,Caucasian,1,F,0,0,6,6,Medium,0
1439,Male,20,Caucasian,1,F,0,0,4,6,Medium,0
1445,Male,33,African-American,1,F,1,1,7,9,High,7
1446,Male,35,Caucasian,1,F,0,0,1,2,Low,2
1447,Male,41,Caucasian,1,F,0,0,1,1,Low,5
1448,Male,23,Caucasian,0,M,0,0,3,5,Medium,0
1455,Male,54,African-American,1,F,0,0,1,1,Low,0
1458,Male,22,Caucasian,5,M,0,0,3,5,Medium,0
1462,Male,30,Hispanic,9,M,0,0,1,2,Low,1
1464,Female,24,Hispanic,179,F,1,1,6,3,Low,2
1470,Male,54,African-American,1,M,1,1,5,4,Low,4
1471,Male,22,Caucasian,1,M,1,1,5,6,Medium,2
1472,Male,38,Caucasian,64,F,0,0,1,1,Low,2
1473,Male,26,African-American,1,M,1,1,4,3,Low,0
1474,Female,20,African-American,1,F,0,0,4,6,Medium,0
1475,Male,56,Hispanic,,M,0,0,1,1,Low,0
1481,Male,29,African-American,1,F,0,0,1,2,Low,0
1482,Female,23,African-American,18,M,0,0,7,5,Medium,6
1483,Male,35,African-American,1,M,0,0,1,1,Low,1
1485,Male,21,African-American,18,M,1,1,7,6,Medium,1
1486,Male,25,Hispanic,1,F,0,0,3,6,Medium,0
1491,Female,30,African-American,1,F,0,0,4,4,Low,3
1496,Male,23,African-American,1,F,1,1,7,6,Medium,2
1497,Male,32,Caucasian,2,F,1,0,4,4,Low,8
1498,Male,52,Caucasian,111,F,0,0,1,1,Low,1
1501,Male,42,Caucasian,0,M,0,0,1,1,Low,0
1508,Female,22,African-American,2,M,0,0,3,4,Low,0
1509,Male,45,Hispanic,1,F,0,0,1,2,Low,2
1511,Male,29,African-American,1,M,0,0,2,3,Low,0
1512,Male,54,African-American,1173,M,0,0,2,3,Low,2
1513,Male,30,African-American,1,F,1,1,5,3,Low,6
1515,Male,51,African-American,1,M,0,0,4,1,Low,17
1517,Male,27,African-American,90,F,1,1,3,2,Low,3
1520,Male,24,Caucasian,27,F,0,0,6,5,Medium,2
1522,Male,23,African-American,1,M,0,0,7,6,Medium,2
1523,Female,42,Other,1,M,0,0,3,2,Low,2
1526,Male,36,African-American,1,F,0,0,4,2,Low,5
1529,Female,38,African-American,1,M,1,1,7,4,Low,8
1530,Male,69,Hispanic,1,M,0,0,1,1,Low,0
1532,Male,59,Hispanic,7604,M,0,0,1,1,Low,1
1533,Male,39,African-American,9,F,0,0,6,1,Low,1
1534,Male,29,African-American,1,F,0,0,6,3,Low,2
1536,Male,28,African-American,2183,F,0,0,4,6,Medium,1
1538,Male,44,Caucasian,1,F,0,0,3,1,Low,6
1540,Male,25,African-American,1,F,0,0,5,6,Medium,2
1541,Male,31,African-American,0,F,0,0,10,10,High,0
1542,Male,35,African-American,1,M,1,1,7,2,Low,17
1545,Male,33,African-American,1,F,0,0,5,4,Low,1
1549,Male,20,African-American,50,F,1,1,10,10,High,1
1550,Male,60,Caucasian,1,F,0,0,1,1,Low,1
1551,Male,53,Hispanic,0,M,0,0,1,1,Low,0
1554,Male,25,Hispanic,106,F,0,0,2,3,Low,1
1556,Male,27,African-American,168,F,1,1,7,8,High,5
1557,Female,54,African-American,1,F,0,0,1,1,Low,0
1558,Female,26,African-American,7,M,0,0,5,5,Medium,3
1559,Male,24,Caucasian,1,M,0,0,4,5,Medium,3
1562,Male,26,Hispanic,1,F,0,0,3,3,Low,0
1563,Female,75,African-American,1,F,0,0,1,1,Low,5
1566,Male,56,African-American,106,F,0,0,3,3,Low,8
1571,Male,46,Caucasian,1,F,0,0,1,1,Low,0
1572,Male,27,African-American,0,F,0,0,2,5,Medium,1
1573,Male,24,African-American,458,M,0,0,6,6,Medium,1
1577,Male,59,African-American,1,M,0,0,1,1,Low,2
1578,Male,39,Caucasian,15,F,0,0,1,1,Low,1
1581,Male,46,Caucasian,1,M,0,0,4,1,Low,5
1584,Male,25,Other,11,F,0,0,2,3,Low,1
1587,Male,55,Caucasian,1,F,0,0,1,1,Low,2
1590,Male,43,African-American,1,M,1,1,1,1,Low,0
1591,Female,53,Caucasian,0,M,0,0,1,1,Low,0
1594,Female,21,African-American,1,M,0,0,5,6,Medium,0
1597,Male,40,African-American,1,F,0,0,1,1,Low,0
1599,Female,37,Caucasian,1,M,0,0,1,1,Low,0
1602,Male,32,African-American,1,M,0,0,2,2,Low,2
1605,Male,22,Hispanic,1,M,0,0,3,5,Medium,0
1606,Female,31,African-American,1,F,0,0,8,5,Medium,0
1611,Male,47,African-American,0,F,0,0,3,2,Low,4
1613,Male,36,African-American,2,F,1,0,3,1,Low,2
1615,Female,38,Caucasian,1,F,0,0,1,1,Low,0
1618,Male,35,Other,1,F,0,0,1,1,Low,0
1620,Male,53,Caucasian,1,F,0,0,1,1,Low,0
1622,Male,53,African-American,1,F,0,0,3,1,Low,2
1623,Male,57,African-American,1,F,0,0,7,4,Low,19
1625,Male,21,African-American,5,F,1,1,10,9,High,0
1627,Female,24,African-American,35,F,1,0,3,4,Low,1
1629,Male,27,African-American,1,F,0,0,5,4,Low,2
1630,Female,49,Caucasian,1,F,0,0,5,1,Low,4
1631,Male,47,Caucasian,1,F,1,1,3,1,Low,1
1634,Male,44,Caucasian,0,F,0,0,1,1,Low,3
1637,Male,34,African-American,17,F,0,0,1,1,Low,1
1639,Male,38,Hispanic,1,F,0,0,4,5,Medium,0
1640,Male,50,Caucasian,1,M,0,0,1,1,Low,2
1642,Male,29,Caucasian,1,M,0,0,6,4,Low,1
1643,Male,26,Caucasian,0,F,0,0,4,4,Low,0
1644,Male,44,Hispanic,870,M,0,0,1,1,Low,2
1646,Male,47,Hispanic,0,M,0,0,1,1,Low,0
1648,Male,49,Caucasian,0,F,0,0,1,1,Low,0
1651,Male,49,African-American,0,F,1,1,3,1,Low,1
1652,Male,59,Caucasian,0,F,0,0,1,1,Low,2
1653,Male,32,Caucasian,30,M,0,0,5,4,Low,6
1655,Male,24,African-American,1,M,1,1,2,4,Low,1
1656,Male,40,Hispanic,3,M,0,0,2,1,Low,0
1657,Male,32,African-American,1,F,0,0,1,2,Low,0
1658,Female,54,Hispanic,0,M,0,0,1,1,Low,0
1660,Male,27,African-American,0,F,1,1,10,5,Medium,9
1663,Female,40,Hispanic,93,M,0,0,1,1,Low,1
1664,Male,25,Caucasian,0,M,0,0,8,4,Low,2
1665,Male,34,African-American,1625,M,0,0,6,7,Medium,1
1668,Male,37,African-American,27,M,0,0,9,9,High,18
1670,Male,23,African-American,0,F,1,1,6,6,Medium,1
1672,Female,20,African-American,1,F,0,0,8,7,Medium,0
1673,Male,29,Caucasian,67,M,1,1,7,6,Medium,7
1674,Male,24,African-American,60,F,0,0,2,3,Low,1
1676,Female,54,Caucasian,49,M,0,0,3,2,Low,1
1678,Male,66,African-American,37,F,0,0,1,1,Low,3
1680,Male,50,Caucasian,14,F,0,0,2,5,Medium,8
1681,Male,50,African-American,1,F,0,0,2,1,Low,7
1682,Male,40,Caucasian,1,F,0,0,1,1,Low,3
1683,Female,30,African-American,543,M,1,1,7,6,Medium,4
1684,Female,24,Caucasian,1,F,0,0,7,5,Medium,2
1686,Female,23,African-American,1,F,1,1,5,3,Low,3
1691,Male,25,Caucasian,4,M,0,0,10,7,Medium,4
1692,Male,46,Caucasian,2,M,0,0,1,1,Low,1
1696,Female,35,Hispanic,40,F,0,0,8,5,Medium,10
1697,Male,25,Other,1,F,0,0,5,3,Low,1
1698,Female,22,Caucasian,1,M,0,0,3,4,Low,0
1699,Female,32,Caucasian,1,F,0,0,2,1,Low,1
1705,Male,30,African-American,198,F,0,0,5,7,Medium,10
1706,Male,33,African-American,1,M,1,1,5,6,Medium,4
1707,Male,24,African-American,1,F,0,0,2,3,Low,0
1710,Male,37,Caucasian,2,M,1,0,2,1,Low,0
1711,Female,40,Caucasian,0,M,0,0,1,1,Low,0
1714,Male,27,Caucasian,409,F,0,0,10,10,High,1
1715,Male,43,African-American,1,F,1,1,6,2,Low,9
1716,Male,26,Caucasian,33,F,0,0,4,3,Low,11
1718,Male,25,African-American,1,F,1,1,9,8,High,11
1724,Male,53,Caucasian,246,F,1,1,6,2,Low,1
1725,Female,27,Hispanic,1,F,1,0,3,3,Low,0
1727,Female,52,African-American,28,F,0,0,1,1,Low,1
1730,Male,47,African-American,0,F,0,0,4,1,Low,5
1731,Male,50,Caucasian,147,F,0,0,1,1,Low,1
1733,Female,52,Caucasian,1832,M,0,0,7,2,Low,6
1734,Female,41,Caucasian,3,M,0,0,1,1,Low,0
1735,Male,37,Caucasian,0,M,0,0,1,2,Low,0
1736,Female,24,African-American,1,F,0,0,7,5,Medium,0
1737,Female,34,African-American,1,F,0,0,9,8,High,14
1747,Male,31,Caucasian,37,M,0,0,5,7,Medium,3
1749,Female,62,Caucasian,1,M,0,0,1,1,Low,0
1752,Female,60,Caucasian,0,F,0,0,7,3,Low,0
1754,Male,35,Caucasian,1,M,0,0,1,1,Low,0
1755,Female,24,African-American,1,F,0,0,7,5,Medium,0
1756,Female,56,Caucasian,60,F,1,1,2,1,Low,1
1757,Male,30,Caucasian,0,M,0,0,1,2,Low,0
1759,Male,41,Caucasian,186,M,1,1,9,6,Medium,17
1764,Female,28,Caucasian,1,M,0,0,4,3,Low,0
1765,Male,23,African-American,672,M,0,0,10,8,High,1
1768,Male,56,African-American,2,F,0,0,1,1,Low,0
1772,Male,37,Hispanic,169,F,1,0,2,2,Low,4
1774,Male,23,Caucasian,1,M,0,0,2,4,Low,1
1777,Female,21,African-American,285,F,1,1,7,8,High,3
1780,Female,35,African-American,1,F,0,0,5,2,Low,2
1781,Male,33,Caucasian,0,M,0,0,3,3,Low,3
1783,Male,21,Hispanic,1,F,0,0,4,6,Medium,0
1786,Male,41,African-American,1,M,1,0,9,5,Medium,9
1787,Male,24,African-American,1,F,0,0,5,7,Medium,0
1792,Male,25,Native American,0,F,1,1,9,6,Medium,7
1794,Male,49,African-American,0,F,0,0,2,1,Low,3
1795,Female,22,Hispanic,1,F,0,0,6,6,Medium,0
1797,Female,27,African-American,1,F,1,1,9,6,Medium,3
1798,Male,32,African-American,609,F,1,1,7,6,Medium,4
1800,Male,50,African-American,3,M,0,0,5,2,Low,4
1801,Female,23,African-American,0,M,0,0,3,3,Low,0
1803,Male,34,Caucasian,1,M,0,0,4,2,Low,0
1804,Male,35,African-American,1,M,0,0,4,2,Low,1
1809,Male,25,Other,1,M,1,1,4,6,Medium,1
1810,Male,30,Hispanic,1,M,0,0,1,1,Low,0
1815,Male,42,Native American,1,M,0,0,2,1,Low,0
1819,Male,24,Other,1,F,0,0,6,5,Medium,5
1820,Male,52,African-American,1,F,0,0,1,2,Low,3
1821,Female,26,Caucasian,1,M,0,0,3,3,Low,3
1823,Male,38,Hispanic,0,F,0,0,1,1,Low,0
1826,Male,47,Caucasian,100,M,0,0,1,1,Low,2
1827,Male,25,African-American,1,F,0,0,7,5,Medium,5
1829,Female,30,Caucasian,0,F,0,0,5,2,Low,0
1830,Male,20,African-American,1,M,1,1,10,10,High,0
1832,Female,29,African-American,34,F,0,0,10,10,High,2
1833,Male,24,Asian,1,F,0,0,3,4,Low,0
1834,Male,31,Caucasian,1,F,0,0,4,5,Medium,0
1840,Female,54,Caucasian,175,F,0,0,2,1,Low,12
1841,Female,37,Caucasian,25,M,0,0,3,2,Low,1
1845,Female,33,African-American,2,F,0,0,2,2,Low,1
1846,Male,20,African-American,50,F,0,0,9,8,High,1
1847,Male,42,African-American,1,M,0,0,1,1,Low,0
1850,Male,32,African-American,0,F,1,1,6,7,Medium,4
1852,Male,28,African-American,1,F,1,1,7,6,Medium,7
1853,Male,38,Caucasian,0,F,0,0,4,2,Low,0
1854,Male,38,African-American,1,F,0,0,4,1,Low,3
1856,Male,21,Caucasian,1,F,0,0,4,5,Medium,1
1859,Female,34,African-American,1,M,1,1,3,2,Low,0
1864,Male,38,African-American,1,M,0,0,2,2,Low,1
1865,Male,36,Caucasian,1,F,0,0,1,1,Low,0
1866,Male,32,Hispanic,6,M,0,0,2,2,Low,0
1868,Male,23,African-American,1,M,0,0,9,8,High,0
1869,Male,47,Caucasian,1,M,0,0,1,1,Low,0
1870,Male,20,African-American,0,F,0,0,3,6,Medium,0
1872,Male,35,African-American,2,M,0,0,1,1,Low,0
1873,Female,30,Caucasian,82,F,0,0,3,2,Low,1
1874,Female,28,Caucasian,1,M,0,0,4,4,Low,1
1876,Female,45,Caucasian,480,M,0,0,3,2,Low,3
1879,Male,22,African-American,1,F,0,0,9,9,High,0
1880,Male,20,Other,1,F,1,1,10,8,High,8
1881,Female,42,African-American,0,M,1,1,1,1,Low,0
1882,Male,24,African-American,54,F,1,1,9,10,High,8
1883,Male,40,Hispanic,0,M,0,0,1,1,Low,0
1884,Male,27,Other,1,F,0,0,4,4,Low,1
1886,Male,60,African-American,1,F,0,0,3,1,Low,12
1888,Male,33,African-American,1,M,0,0,5,4,Low,6
1893,Male,24,Caucasian,1,M,0,0,8,4,Low,4
1895,Male,29,African-American,1,F,1,1,10,9,High,4
1899,Male,32,Hispanic,1,M,0,0,1,1,Low,0
1900,Male,30,Caucasian,378,F,1,1,5,2,Low,10
1904,Male,32,African-American,0,F,0,0,4,3,Low,1
1905,Male,27,Other,2,F,0,0,1,2,Low,0
1906,Male,30,Caucasian,1,M,0,0,4,3,Low,3
1909,Male,57,Caucasian,0,M,0,0,2,2,Low,0
1913,Male,21,African-American,1,F,0,0,4,6,Medium,0
1914,Male,22,African-American,1,F,0,0,5,7,Medium,0
1916,Female,54,Caucasian,95,F,0,0,2,2,Low,1
1917,Male,58,Caucasian,9,F,0,0,3,2,Low,2
1924,Male,20,African-American,1,F,1,1,10,10,High,0
1925,Male,40,Other,1,M,0,0,1,1,Low,0
1926,Female,45,Caucasian,2,M,0,0,2,2,Low,5
1928,Male,23,Hispanic,27,F,0,0,9,8,High,4
1930,Female,53,Caucasian,1,M,0,0,3,1,Low,1
1931,Male,44,Caucasian,1,M,0,0,1,1,Low,0
1938,Female,44,Caucasian,6,M,0,0,5,2,Low,1
1941,Male,28,African-American,1,M,0,0,1,2,Low,0
1942,Male,28,Caucasian,1,M,0,0,1,2,Low,2
1945,Male,28,African-American,1,F,0,0,2,3,Low,0
1948,Male,53,Caucasian,1,F,0,0,1,1,Low,4
1949,Male,47,Hispanic,1,F,0,0,5,3,Low,1
1951,Male,20,African-American,24,F,0,0,3,5,Medium,1
1952,Male,21,African-American,7,M,0,0,6,6,Medium,0
1955,Male,60,Hispanic,18,F,0,0,1,1,Low,1
1957,Male,30,Caucasian,1,M,0,0,1,2,Low,0
1965,Female,26,African-American,1,F,1,1,9,6,Medium,5
1966,Male,21,Hispanic,1,F,0,0,5,5,Medium,0
1967,Female,39,African-American,1,F,0,0,2,1,Low,1
1968,Male,30,Other,1,F,0,0,2,2,Low,0
1971,Male,44,African-American,1,F,0,0,5,2,Low,2
1972,Male,45,Caucasian,1,M,0,0,2,2,Low,0
1974,Male,30,African-American,1,F,0,0,1,2,Low,1
1975,Male,38,Asian,0,F,0,0,1,1,Low,2
1980,Male,37,African-American,140,F,0,0,4,4,Low,1
1982,Male,46,Asian,1,M,0,0,1,1,Low,0
1983,Male,42,African-American,1,F,0,0,1,1,Low,0
1985,Male,65,Caucasian,60,M,0,0,1,1,Low,2
1987,Male,54,Caucasian,1,M,0,0,2,1,Low,4
1994,Male,29,Caucasian,2,M,1,1,10,7,Medium,7
1995,Male,51,Caucasian,1,F,1,1,1,1,Low,7
1999,Male,44,African-American,0,M,0,0,1,1,Low,0
2002,Male,49,Caucasian,24,M,0,0,5,1,Low,12
2010,Male,27,African-American,1,M,0,0,3,3,Low,0
2014,Male,30,Caucasian,1,M,0,0,2,1,Low,0
2018,Male,22,African-American,63,F,1,1,10,10,High,6
2020,Male,28,Hispanic,0,M,0,0,7,7,Medium,11
2021,Male,45,Other,1,M,0,0,1,1,Low,0
2024,Female,51,Caucasian,0,F,0,0,5,2,Low,5
2029,Male,43,African-American,1,F,0,0,3,1,Low,2
2033,Female,63,African-American,2902,F,0,0,4,1,Low,1
2034,Male,37,Caucasian,1,F,0,0,2,1,Low,2
2037,Male,26,African-American,1,M,0,0,2,3,Low,0
2038,Male,32,Other,1,F,0,0,3,2,Low,4
2040,Male,39,Hispanic,21,F,0,0,4,1,Low,3
2042,Female,58,African-American,1,F,0,0,1,1,Low,4
2044,Male,33,Other,1,M,0,0,2,3,Low,0
2045,Female,22,Caucasian,22,M,0,0,3,4,Low,1
2052,Male,43,Caucasian,10,F,0,0,1,1,Low,2
2053,Male,23,African-American,1,M,0,0,7,6,Medium,0
2054,Male,25,Caucasian,1,F,0,0,2,4,Low,0
2055,Male,22,African-American,1,F,0,0,9,9,High,6
2056,Male,30,African-American,1,F,0,0,4,4,Low,6
2057,Male,25,African-American,1,F,1,1,9,7,Medium,15
2059,Male,39,Hispanic,1,F,0,0,1,1,Low,0
2062,Male,59,African-American,1,F,0,0,4,1,Low,1
2063,Male,21,Hispanic,8,F,0,0,9,8,High,1
2065,Male,34,Caucasian,1,M,0,0,2,2,Low,2
2066,Male,36,Caucasian,26,F,0,0,4,2,Low,6
2069,Male,23,African-American,1,F,0,0,3,5,Medium,0
2070,Male,32,African-American,0,M,0,0,8,5,Medium,2
2072,Female,66,Caucasian,46,M,0,0,1,1,Low,1
2074,Male,66,Other,1,M,0,0,1,1,Low,0
2075,Female,24,Caucasian,1,M,0,0,6,4,Low,0
2077,Male,28,African-American,1,M,0,0,7,3,Low,1
2078,Male,43,Caucasian,0,F,1,1,5,2,Low,4
2079,Male,35,African-American,1,M,0,0,2,2,Low,3
2085,Male,33,Caucasian,2,F,1,1,2,2,Low,0
2087,Male,22,African-American,1,M,1,1,6,7,Medium,1
2089,Male,29,African-American,1,F,0,0,1,2,Low,0
2090,Female,23,African-American,1,M,0,0,4,5,Medium,0
2091,Male,62,African-American,35,F,0,0,9,9,High,15
2093,Female,33,Caucasian,3,M,0,0,2,1,Low,0
2094,Male,35,African-American,1,M,0,0,4,2,Low,1
2095,Male,53,Caucasian,0,F,1,0,1,1,Low,0
2098,Female,48,Caucasian,1,M,0,0,1,1,Low,0
2099,Female,33,African-American,10,F,0,0,2,1,Low,1
2100,Male,44,Caucasian,0,M,0,0,1,1,Low,0
